,Compound,Date,Negative,Neutral,News_outlet,Positive,Tweet,Tweet_number
2529,-0.8316,2018-07-21 12:03:05,0.328,0.672,BBC,0.0,"Maths, science, history and... death? ???

Death could be added to the school timetable in Australia. ?… https://t.co/l6jEPAaK64",10
2530,0.0,2018-07-21 11:16:04,0.0,1.0,BBC,0.0,"????? @GabbyLogan presents live coverage from the first day of the #AnniversaryGames at the London Stadium.

Athlet… https://t.co/KD8QAeSMnA",11
2531,0.5719,2018-07-21 10:10:07,0.0,0.73,BBC,0.27,?This 88-year-old runner has celebrated his 200th Parkrun in Manchester. https://t.co/9yG6L3bCye,12
2532,0.7506,2018-07-21 09:03:03,0.0,0.686,BBC,0.314,"Amazing innovation ?
A family in France has become the first to move in to a 3D-printed house. https://t.co/FYDtNW19PL",13
2533,0.4939,2018-07-21 09:02:04,0.0,0.833,BBC,0.167,?? The Sri Lankan schoolgirl turned inventor trying to save the planet one lunchbox at a time. https://t.co/RZlJolph79,14
2534,0.0,2018-07-21 08:32:20,0.0,1.0,BBC,0.0,RT @bbcweather: In Pictures: The dramatic effect of the UK heatwave https://t.co/xmdTbUlpTy Jo https://t.co/mKIjUw8Yhs,15
2535,-0.5267,2018-07-21 08:03:05,0.206,0.794,BBC,0.0,"""I was training and missed it. I cried.""  ???

@serenawilliams has opened up about missing her baby's first steps.… https://t.co/h7B11Zrvxy",16
2536,0.0,2018-07-21 07:03:03,0.0,1.0,BBC,0.0,"Should we be allowed to modify human DNA in future children? ?

An inquiry has found editing human embryos 'morally… https://t.co/ym7J8WiOLt",17
2537,-0.4215,2018-07-20 19:02:04,0.264,0.543,BBC,0.194,From honeymoon horror to a dine and dash: this is what happens when holiday romances go wrong. ???… https://t.co/o0skuAQ21P,18
2538,0.0,2018-07-20 18:03:08,0.0,1.0,BBC,0.0,?? Every member of this choir is here on doctor's orders. https://t.co/5GLpzwPzwU,19
2539,0.0,2018-07-20 17:02:06,0.0,1.0,BBC,0.0,"? @louistheroux dives into the BBC Archives and selects his favourite documentaries.

Louis Theroux: Docs That Made… https://t.co/Hun3M35ZEQ",20
2540,0.0,2018-07-20 15:59:00,0.0,1.0,BBC,0.0,Actual footage of me leaving work for the weekend and not looking back... ? #FridayFeeling https://t.co/Ppg3Qk7fj3,21
2541,-0.4767,2018-07-20 14:56:18,0.147,0.853,BBC,0.0,"RT @BBCBreaking: Several people wounded in knife attack on bus in northern German city of Luebeck, reports say https://t.co/SS7enQBT3h",22
2542,-0.6131,2018-07-20 14:53:06,0.192,0.808,BBC,0.0,"RT @BBCWomansHour: It's not easy, it can be uncomfortable &amp; nerve racking...? so why speak out? @charlottechurch tells us what drives her t…",23
2543,-0.296,2018-07-20 14:52:46,0.081,0.919,BBC,0.0,RT @BBCWomansHour: What does @KatiePrice have to say to her critics? She tells us what pushes her to keep going even when she feels under a…,24
2544,0.0,2018-07-20 14:31:04,0.0,1.0,BBC,0.0,"A can of lager and a packet of custard creams are the secret to a long life for Eileen, a Blackpool woman celebrati… https://t.co/y5KL6atB0O",25
2545,0.0,2018-07-20 13:35:41,0.0,1.0,BBC,0.0,"RT @BBCNewsround: Did you know there are 25,000 children addicted to gambling in Britain? Find out more about gambling, gaming and why it i…",26
2546,0.2235,2018-07-20 13:33:22,0.0,0.914,BBC,0.086,"David Attenborough wants you to get out a chair and spot some ??? 

And you can't say no to such a legend...… https://t.co/PKWvebWrHz",27
2547,0.7845,2018-07-20 13:03:04,0.0,0.639,BBC,0.361,"Korean is rapidly growing in popularity, in a language-learning boom driven by the popularity of the country's… https://t.co/t9EfT4am8g",28
2548,0.0,2018-07-20 13:01:24,0.0,1.0,BBC,0.0,RT @BBCArchive: #OnThisDay 1969: Mankind made one giant leap. https://t.co/Szfw85ebOP,29
2549,-0.5216,2018-07-20 12:02:04,0.36,0.64,BBC,0.0,???? Who doesn't love a teddy bear?  https://t.co/Pxd4u1WYLa,30
2550,0.6908,2018-07-20 11:21:07,0.0,0.737,BBC,0.263,"From satirical cartoons to original Rembrandts and taxidermy geese, there’s plenty to intrigue art lovers this summ… https://t.co/9YDofEBDLI",31
2551,0.0,2018-07-20 10:48:43,0.0,1.0,BBC,0.0,"RT @BBCEngland: ? If Sir David Attenborough wants us to count butterflies, we'll count butterflies... ?

#butterflycount

https://t.co/wlWn…",32
2552,0.5719,2018-07-20 10:44:50,0.0,0.837,BBC,0.163,?? The 150th anniversary of the founding of the golden retriever has been celebrated at the breed's ancestral home… https://t.co/MP2ijSzMFg,33
2553,0.0,2018-07-20 09:11:11,0.0,1.0,BBC,0.0,? First look at brand new #DoctorWho https://t.co/V9UpeFtwMa,34
2554,0.0,2018-07-20 08:01:07,0.0,1.0,BBC,0.0,? Fashion icon? https://t.co/8qdFXbOxmE,35
2555,0.3612,2018-07-20 07:25:07,0.0,0.898,BBC,0.102,??? Half of young people in the UK would like to own an electric car – compared with just a quarter of their parent… https://t.co/wccWjtuyky,36
2556,0.3182,2018-07-20 07:02:03,0.0,0.827,BBC,0.173,? These curious 'animals' have been popping up in one London neighbourhood. https://t.co/EaVZ5RovIq,37
2557,-0.25,2018-07-19 19:01:04,0.143,0.857,BBC,0.0,"When walking alone at night, it's not as simple as ""be safe"". https://t.co/OcJyZ4Q0fQ",38
2558,0.0,2018-07-19 18:57:05,0.0,1.0,BBC,0.0,??? These brothers from Ghana are using cassavas to generate electricity. https://t.co/CtNj20Hf14,39
2559,0.4404,2018-07-19 18:02:42,0.0,0.861,BBC,0.139,"??? Highlights on the first round of the 147th Open Championship from Carnoustie. ?

Golf: #TheOpen - Day One Highl… https://t.co/zdLWmnm28x",40
2560,0.5994,2018-07-19 17:29:06,0.0,0.719,BBC,0.281,The catwalk show with a mission to prove everyone is beautiful. https://t.co/sGAR4YzNZT,41
2561,0.7845,2018-07-19 17:02:04,0.0,0.723,BBC,0.277,Visit the RHS Flower Show at @tatton_park in Cheshire as it celebrates its 20th birthday with a festival of flowers… https://t.co/oGBZVyKFut,42
2562,0.0,2018-07-19 15:57:06,0.0,1.0,BBC,0.0,?? Do you know your Britishisms? https://t.co/mdPdlfb3jE,43
2563,0.75,2018-07-19 15:11:33,0.0,0.687,BBC,0.313,RT @BBC_ARoadshow: Happy 90th Birthday Henry - you certainly had a smashing time with #FionaBruce ...! #antiquesroadshow https://t.co/tgqqX…,44
2564,-0.4199,2018-07-19 14:51:09,0.128,0.872,BBC,0.0,"RT @BBCEarth: This is happening right now! 

@parleyxxx are a group fighting against plastic pollution. A team is currently in Dominican Re…",45
2565,-0.3182,2018-07-19 14:29:39,0.159,0.746,BBC,0.095,"Upmarket British fashion label Burberry destroyed unsold clothes, accessories and perfume worth £28.6m last year to… https://t.co/ngZUdI2Iem",46
2566,0.0,2018-07-19 14:01:05,0.0,1.0,BBC,0.0,This new Juventus kit is made entirely from recycled ocean plastic. ?????? https://t.co/m0uU5O0Xyx https://t.co/K84NwxQvsQ,47
2567,0.4767,2018-07-19 13:21:41,0.0,0.846,BBC,0.154,RT @cbbc: Never before seen footage of @geesteelx before #LoveIsland proves she's always been loyal babes ????? https://t.co/jk3tUVysNh,48
2568,0.3612,2018-07-19 13:07:03,0.0,0.878,BBC,0.122,RT @BBCWales: The @RoyalWelshShow is the biggest agricultural show in Europe. Here's what that looks like in numbers... https://t.co/roaSSM…,49
2569,0.5255,2018-07-19 13:01:15,0.0,0.841,BBC,0.159,RT @bbcthree: #OneHotSummer2018 has arrived! Our brand-new series follows different groups of friends on a month-long trip through Spain. h…,50
2570,0.4939,2018-07-19 12:51:41,0.087,0.707,BBC,0.207,"RT @BBCNews: Meet the first black winner of Miss Universe GB ??

https://t.co/sIsxBN8mIB #MUGB https://t.co/aZ86xey66e",51
2571,0.4019,2018-07-19 12:00:29,0.0,0.828,BBC,0.172,"When male macaques fall out, they have an interesting way of apologising...
#AnimalsBehavingBadly https://t.co/eNiQRvW2Lr",52
2572,-0.3818,2018-07-19 11:01:03,0.133,0.867,BBC,0.0,?? Scientists studying reefs on tropical islands say that rats directly threaten the survival of these ecosystems.… https://t.co/4ccOkWmKnB,53
2573,0.0,2018-07-19 10:31:03,0.0,1.0,BBC,0.0,Swimmers in Cornwall are being urged to stay out of the water after a 9ft blue shark was spotted in a harbour. ?… https://t.co/cywSw7ygVt,54
2574,0.0,2018-07-19 09:34:09,0.0,1.0,BBC,0.0,"RT @bbcpress: ??? Shoehorns, bus tickets and smelly gel pens... How much does @JoeLycett know about #Obsessions? New series starts tonight…",55
2575,0.0,2018-07-19 08:52:10,0.0,1.0,BBC,0.0,"Teenage pregnancy ?
Drinking ?
Smoking ?

How 'Generation Sensible' differs from previous generations of teenagers.… https://t.co/eP55PLNl5V",56
2576,0.4939,2018-07-19 08:01:00,0.0,0.878,BBC,0.122,"?? If half the UK switched to reusable water bottles, we'd save enough plastic to stretch to the moon and back in j… https://t.co/3DkkUwuXuh",57
2577,-0.3182,2018-07-19 07:25:02,0.114,0.83,BBC,0.057,"Most people do what authority figures tell them to – even when they disagree. 

? The reason, it turns out, is hidd… https://t.co/qVwGffaIlJ",58
2578,0.5093,2018-07-19 07:00:11,0.0,0.732,BBC,0.268,?? Welcome to the town with hundreds of twins! https://t.co/hLVexzGe6n,59
2579,-0.7579,2018-07-18 19:56:03,0.255,0.745,BBC,0.0,"??? A plane passenger who flew into a rage after being denied a bacon roll by cabin crew has been fined £230.
?… https://t.co/KT6mKvPMbx",60
2580,0.0,2018-07-18 18:02:07,0.0,1.0,BBC,0.0,"??? @lizbonnin meets the animals using outlandish means to find a mate and raise a family, and reveals the fascinat… https://t.co/NIsJLjlJXi",61
2581,0.0,2018-07-18 17:02:01,0.0,1.0,BBC,0.0,A US company owner gave a new employee a car after he went the extra 20 miles and walked all night to make his firs… https://t.co/kHTdIvC7Yz,62
2582,0.0,2018-07-18 16:00:26,0.0,1.0,BBC,0.0,This Nigerian entrepreneur is turning old tyres into furniture. https://t.co/MO11yPi5NJ,63
2583,0.4588,2018-07-18 14:37:12,0.051,0.812,BBC,0.137,"RT @BBCSpringwatch: Robin making the most of a small garden pond, an adorable reminder to leave out water for our wildlife ? #WednesdayWisd…",64
2584,0.7906,2018-07-18 14:00:12,0.086,0.602,BBC,0.312,"?? Jane Austen died 201 years ago today but continues to inspire new generations, like period tailor @ZackPinsent. https://t.co/jE8XKA0oPT",65
2585,0.4404,2018-07-18 13:03:04,0.0,0.873,BBC,0.127,A plasterer who scooped £1m on the Lottery after claiming his ticket at the last minute has thanked a shopper who l… https://t.co/rhzxi3lQRG,66
2586,0.7906,2018-07-18 12:03:02,0.0,0.682,BBC,0.318,?? Chloe has woken up the fashion world with her brilliant idea for a wheelchair friendly jumpsuit. https://t.co/ddYHnVQlSD,67
2587,0.8625,2018-07-18 11:00:16,0.057,0.6,BBC,0.343,"The Thai cave rescue story and four other seriously heroic tales.

Turns out people are braver in real life than th… https://t.co/utyRb39MKd",68
2588,0.0,2018-07-18 09:19:41,0.0,1.0,BBC,0.0,"What’s your favourite Nelson Mandela quote?
#Mandela100 #MandelaDay https://t.co/Zlgxy5m9OP",69
2589,0.34,2018-07-18 08:00:19,0.0,0.821,BBC,0.179,"? For some people, passing through airport security can be a life-changing moment. https://t.co/4YbqwzP0Nz",70
2590,-0.5267,2018-07-18 07:26:04,0.152,0.848,BBC,0.0,Sex differences in dementia are only just being recognised – but the consequences could change the way we fight the… https://t.co/VLzXCxQqnw,71
2591,0.296,2018-07-18 07:01:06,0.0,0.784,BBC,0.216,?? The smartphone app helping African pupils see. https://t.co/jAtFKURZgC,72
2592,-0.128,2018-07-17 19:03:04,0.086,0.914,BBC,0.0,"??? @KermodeMovie reveals the film-making tricks and techniques behind classic movie genres, from romcoms to horror… https://t.co/gWdjEv0bU4",73
2593,0.0,2018-07-17 18:03:06,0.0,1.0,BBC,0.0,"Tonight, @GreggAWallace and @cherryhealey visit an enormous coffee factory where they produce 175,000 jars of insta… https://t.co/BL2Wl3nRDv",74
2594,0.0,2018-07-17 17:58:03,0.0,1.0,BBC,0.0,It's time to flip the script on dyslexia. https://t.co/fUh6PnoMgK,75
2595,0.0,2018-07-17 16:01:00,0.0,1.0,BBC,0.0,"? Each week, the equivalent of 300 Olympic swimming pools full of raw sewage is released into the Thames.

The Five… https://t.co/PIi5TgaMkR",76
2596,0.0,2018-07-17 14:46:49,0.0,1.0,BBC,0.0,RT @BBCEngland: The annual census of the Queen's swans is the most English thing you'll see today ? https://t.co/gTWR559oqf https://t.co/hp…,77
2597,-0.2023,2018-07-17 14:04:00,0.184,0.816,BBC,0.0,"? Choosing the right emoji can be risky. 
#WorldEmojiDay https://t.co/3fM8zM5be0",78
2598,-0.1779,2018-07-17 13:03:05,0.106,0.821,BBC,0.072,A Bakewell pudding that went missing after being launched towards space has been found in a farm in Lincolnshire. ?… https://t.co/EIemUp9mPd,79
2599,0.3182,2018-07-17 11:57:05,0.0,0.813,BBC,0.187,"? Meet the Russian man who rescues tigers for a living.  
#RussiaWithSimonReeve https://t.co/ZRRYsEItvG",80
2600,0.0,2018-07-17 11:00:21,0.0,1.0,BBC,0.0,A passenger on board the tourist boat pelted with lava in Hawaii describes what happened. https://t.co/zhjfAkVR3L,81
2601,0.7845,2018-07-17 10:39:27,0.0,0.736,BBC,0.264,RT @BBCClick: This cute bot allows you to hack your toys to do something useful. Build your dream AI robot out of cardboard...or even a pot…,82
2602,0.4019,2018-07-17 10:38:04,0.0,0.876,BBC,0.124,"RT @BBCRadio2: ""When the rain washes you clean, you'll know.""

@yearsandyears performed a cover of one of their favourite @FleetwoodMac cla…",83
2603,0.0,2018-07-17 09:26:12,0.0,1.0,BBC,0.0,"Was the ? the first emoticon?
#WorldEmojiDay https://t.co/3eZwRPDqbJ",84
2604,0.0,2018-07-17 08:00:16,0.0,1.0,BBC,0.0,"The 84-year-old pole vaulting grandma.

(via @BBCThree) https://t.co/7nKHNpre0m",85
2605,-0.4019,2018-07-17 07:27:02,0.184,0.816,BBC,0.0,"?? Why your brain never runs out of problems to find.
? https://t.co/LVM2mJwOoE https://t.co/NHLH3J0OSM",86
2606,0.2023,2018-07-17 07:00:08,0.139,0.648,BBC,0.213,A huge iceberg is looming over a village in Greenland. https://t.co/sDLtIq41Fj,87
2607,0.6361,2018-07-16 18:01:05,0.0,0.755,BBC,0.245,? @BegumNadiya creates her family's favourite dishes and meets some of Britain's most inspiring home cooks along th… https://t.co/t3dT5alzPa,88
2608,-0.8442,2018-07-16 17:32:02,0.349,0.651,BBC,0.0,"Aged 23 and suffering from depression and shyness, Sarah Moore moved to the remote Scottish island of North Ronalds… https://t.co/uAyapwvuCJ",89
2609,0.8481,2018-07-16 16:32:34,0.0,0.737,BBC,0.263,"RT @BBCR1: 2018 has seen some amazing music collabs so far... but who else would you love to see team up?

Still waiting on a @ShawnMendes…",90
2610,-0.4588,2018-07-16 16:32:02,0.16,0.84,BBC,0.0,From getting bored of their own music to eating too much potato: here are 10 of the weirdest excuses artists have g… https://t.co/S4Mhkticy0,91
2611,0.4767,2018-07-16 16:31:14,0.0,0.866,BBC,0.134,"RT @bbcwritersroom: Only 2 more weeks to enter the Felix Dexter Bursary @bbccomedy 
Jonny Wright, one of last year's bursary winners explai…",92
2612,0.0,2018-07-16 15:30:09,0.0,1.0,BBC,0.0,"? ???
The #ThaiCaveRescue boys made a video - and there's one thing on their minds. https://t.co/dLEJ8eoARJ",93
2613,0.508,2018-07-16 15:12:09,0.0,0.865,BBC,0.135,"RT @BBCRadio4: Monkey Cage is ?!
You can WATCH the special 100th EXTENDED episode on @BBCiPlayer NOW! 
Guests include @EricIdle, Brian Bles…",94
2614,0.4588,2018-07-16 14:46:04,0.0,0.833,BBC,0.167,"Make the most of summer's ripe, sweet berries with @BBCFood's favourite cherry recipes. https://t.co/2TIzXk62B8 ?… https://t.co/SVEsH1RqFC",95
2615,0.4215,2018-07-16 14:10:57,0.0,0.877,BBC,0.123,RT @bbcpress: Si King returns to the hospital that saved his life to meet patients and staff in tomorrow's #MatronMedicineAndMe: https://t.…,96
2616,0.0,2018-07-16 13:50:24,0.0,1.0,BBC,0.0,RT @bbcpress: They think it's all over... it is now! 44.5m tune in to watch record-breaking #WorldCup on the BBC: https://t.co/spMluYGv9P h…,97
2617,0.6705,2018-07-16 13:05:01,0.0,0.56,BBC,0.44,"New Doctor Who, New friends, New Adventures. 
#DoctorWho https://t.co/ULexNI46nx",98
2618,-0.3818,2018-07-16 13:02:18,0.102,0.898,BBC,0.0,RT @BBCAfrica: The story of Ghanaian warrior queen Yaa Asantewaa and the fight for the Golden Stool - the first in our 8-part series about…,99
2619,0.6908,2018-07-16 12:04:04,0.0,0.725,BBC,0.275,Two school children have won the chance to attend a dinner with Michelle Obama in Edinburgh. ?… https://t.co/htGTOlF2Y0,100
2620,0.0,2018-07-16 11:18:21,0.0,1.0,BBC,0.0,RT @BBCTwo: Haven't seen Picnic at Hanging Rock yet? Here's everything you need to know... ? https://t.co/e7Dreydhp7,101
2621,0.6249,2018-07-16 11:13:38,0.0,0.812,BBC,0.188,"RT @BBCOne: Lee Mack discovers comedy is in the blood when he finds out his great-grandad was a comedian on the front-line during WWI. 

Wh…",102
2622,0.4389,2018-07-16 11:02:05,0.0,0.776,BBC,0.224,"You had me at cello! What a stunning performance from @bbcproms. ? 

https://t.co/kM8GiiNr1f",103
2623,0.0,2018-07-16 09:31:07,0.0,1.0,BBC,0.0,"A London Underground station has been temporarily named after Gareth Southgate. ????
 https://t.co/mqYzRezsHe https://t.co/7Y0GG2D9Yj",104
2624,0.0,2018-07-16 09:05:04,0.0,1.0,BBC,0.0,??The christening of Prince Louis has been marked by the release of a set of family photographs following his bapti… https://t.co/jXZgX9rGpU,105
2625,-0.4767,2018-07-16 07:33:04,0.237,0.763,BBC,0.0,"How to heal a broken heart, according to science. ??? https://t.co/iGGOYXefLc https://t.co/5fvecx236V",106
2626,0.7906,2018-07-16 07:10:04,0.0,0.611,BBC,0.389,"Inspirational ???

?This 88-year-old runner has celebrated his 200th Parkrun in Manchester. 

https://t.co/9yG6L3bCye",107
2627,0.3818,2018-07-15 19:28:16,0.0,0.885,BBC,0.115,Comedian Romesh Ranganathan travels to Albania to get an insider's guide to the country and to find out whether his… https://t.co/zfyqrKt8MK,108
2628,0.0,2018-07-15 18:03:07,0.0,1.0,BBC,0.0,"????? @jackwhitehall's theory about dating and Nando's never gets old...  #LiveAtTheApollo

https://t.co/TBdTRVOVet",109
2629,0.2023,2018-07-15 17:04:03,0.157,0.609,BBC,0.235,"The #ThaiCaveRescue boys now know that a volunteer died helping to save them, Thailand’s health ministry says.… https://t.co/Nf4Xk3p8ez",110
2630,0.6114,2018-07-15 16:58:50,0.0,0.834,BBC,0.166,"France have won the World Cup! 

It’s ended #FRA 4-2 #CRO to give the French their second #WorldCup victory. 

?… https://t.co/MR8ioqCtg7",111
2631,0.0,2018-07-15 15:41:32,0.0,1.0,BBC,0.0,"RT @BBCSport: GOAL! #FRA 2-1 #CRO 

Griezmann scores from the spot! What a first half this has been.

? @BBCOne 
? @5liveSport 
? https://t…",112
2632,0.6908,2018-07-15 15:40:59,0.108,0.614,BBC,0.278,"Novak Djokovic is the 2018 #Wimbledon champion, beating Kevin Anderson to win the title for the fourth time. ? ??… https://t.co/gXfPxodXCn",113
2633,0.0,2018-07-15 15:21:22,0.0,1.0,BBC,0.0,"RT @BBCSport: GOAL! #FRA 1-0 #CRO 

It's an own goal!

Griezmann's free-kick flicks off the head of Mandzukic and in.

? @BBCOne 
? @5liveS…",114
2634,0.5859,2018-07-15 14:55:00,0.0,0.84,BBC,0.16,"??Who will win the 2018 @FIFAWorldCup?

Head over to @BBCOne right now to watch France vs Croatia live from Moscow.… https://t.co/QMrhN3DelE",115
2635,-0.3973,2018-07-15 14:19:43,0.136,0.864,BBC,0.0,"RT @bbctennis: Plenty of famous faces around Centre Court today! 

- that or a really strange Comic-Con!

#bbctennis #wimbledon https://t.c…",116
2636,-0.0516,2018-07-15 13:21:23,0.085,0.915,BBC,0.0,RT @BBCMOTD: #ENG leave Repino for the last time. Time to come home. https://t.co/0saQQB0VYh,117
